2023-04-17 23-32-24 top info:
Tasks: 750 total,   4 running, 744 sleeping,   0 stopped,   2 zombie
  Mem:  7703324K total,  7035380K used,   667944K free,   5562368 buffers
 Swap:  4194304K total,         0 used,  4194304K free,  2652972K cached
800%cpu 157%user   3%nice 267%sys 373%idle   0%iow   0%irq   0%sirq   0%host
   PID USER         PR  NI VIRT  RES  SHR S[%CPU] %MEM     TIME+ ARGS
   490 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [usb_dr_workq]
   488 root          0 -20    0    0    0 I  0.0   0.0   0:02.06 [kworker/2:1H]
   487 root          0 -20    0    0    0 I  0.0   0.0   0:02.18 [kworker/3:1H]
   485 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   484 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   483 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   482 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   481 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
   480 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   479 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   478 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   477 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   476 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   475 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   474 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
   473 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   472 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   471 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   470 root          0 -20    0    0    0 I  0.0   0.0   0:00.20 [kworker/6:1H]
   465 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   464 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   463 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   462 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
   461 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   460 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   459 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   458 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   457 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   456 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   455 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
   454 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   453 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   450 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   449 root          0 -20    0    0    0 I  0.0   0.0   0:00.72 [kworker/4:1H]
   447 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   446 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   445 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   444 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kverityd]
   443 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   442 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   441 root          0 -20    0    0    0 I  0.0   0.0   0:00.23 [kworker/7:2H]
   440 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   439 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   438 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   437 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   436 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   435 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   434 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   433 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   432 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bioset]
   431 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kdmflush]
   430 root          0 -20    0    0    0 I  0.0   0.0   0:00.71 [kworker/5:1H]
   429 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ext4-rsv-conver]
   428 root         20   0    0    0    0 S  0.0   0.0   0:00.06 [jbd2/sdc18-8]
   415 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [vts_collect_wq]
   414 root         RT   0    0    0    0 S  0.0   0.0   0:02.54 [vtsthread0]
   413 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [boost_workq]
   412 root         RT   0    0    0    0 D  0.0   0.0   0:00.01 [wdtk-7]
   411 root         RT   0    0    0    0 D  0.0   0.0   0:00.01 [wdtk-6]
   410 root         RT   0    0    0    0 D  0.0   0.0   0:00.02 [wdtk-5]
   409 root         RT   0    0    0    0 D  0.0   0.0   0:00.02 [wdtk-4]
   408 root         RT   0    0    0    0 D  0.0   0.0   0:00.03 [wdtk-3]
   407 root         RT   0    0    0    0 D  0.0   0.0   0:00.04 [wdtk-2]
   406 root         RT   0    0    0    0 D  0.0   0.0   0:00.03 [wdtk-1]
   405 root         RT   0    0    0    0 D  0.0   0.0   0:00.04 [wdtk-0]
   404 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt-wdk]
   403 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [silfp_wq]
   401 root         RT   0    0    0    0 S  0.0   0.0   0:00.16 [core_ctl_v1/7]
   400 root         RT   0    0    0    0 S  0.0   0.0   0:00.13 [core_ctl_v1/4]
   399 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [core_ctl_v1/0]
   398 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ksched_hint]
   397 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [sys_timer_wq]
   396 root         20   0    0    0    0 S  0.0   0.0   0:00.04 [apusys_vpu_rt2]
   395 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [apusys_vpu2]
   394 root         20   0    0    0    0 S  0.0   0.0   0:00.06 [apusys_vpu_rt1]
   393 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [apusys_vpu1]
   392 root         20   0    0    0    0 S  0.0   0.0   0:00.07 [apusys_vpu_rt0]
   391 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [apusys_vpu0]
   390 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [vpu_wq]
   389 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [apusys_mdla_rt1]
   388 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [apusys_mdla1]
   387 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [apusys_mdla_rt0]
   386 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [apusys_mdla0]
   385 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [qos_ipi_recv]
   384 root         20   0    0    0    0 S  0.0   0.0   0:00.05 [cpuhp-ppm]
   383 root         20   0    0    0    0 S  0.0   0.0   0:00.11 [EEMG_CTRL_GPU_H]
   382 root         20   0    0    0    0 S  0.0   0.0   0:00.09 [EEMG_CTRL_GPU]
   381 root         20   0    0    0    0 S  0.0   0.0   0:00.13 [EEM_CTRL_CCI]
   380 root         20   0    0    0    0 S  0.0   0.0   0:00.12 [EEM_CTRL_B]
   379 root         20   0    0    0    0 S  0.0   0.0   0:00.15 [EEM_CTRL_BL]
   378 root         20   0    0    0    0 S  0.0   0.0   0:00.17 [EEM_CTRL_L]
   377 root         20   0    0    0    0 S  0.0   0.0   0:03.96 [vswapd0]
   376 root         20   0    0    0    0 S  0.0   0.0   0:00.08 [rsc_noti]
   374 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sugov:4]
   373 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sugov:0]
   371 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mali_aeewp]
   370 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kbase_event]
   369 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sf_pf_release_t]
   368 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [pf_release_thre]
   367 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   366 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fingerprint_not]
   365 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sf_pf_release_t]
   364 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [pf_release_thre]
   363 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   362 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   361 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fingerprint_not]
   360 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [sf_pf_release_t]
   359 root         RT   0    0    0    0 S  0.0   0.0   0:10.11 [pf_release_thre]
   358 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [ddp_cmdq_trig]
   357 root         RT   0    0    0    0 S  0.0   0.0   0:02.22 [ddp_trig_d]
   356 root         RT   0    0    0    0 S  0.0   0.0   0:00.39 [ddp_trig]
   355 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [decouple_update]
   354 root         RT   0    0    0    0 S  0.0   0.0   0:02.53 [disp_echk]
   353 root         20   0    0    0    0 S  0.0   0.0   0:00.26 [enable_vblank]
   352 root         20   0    0    0    0 S  0.0   0.0   0:09.88 [mtk_drm_disp_id]
   351 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   350 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   349 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   348 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   346 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fingerprint_not]
   344 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ipv6_addrconf]
   341 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dump_ultra_pcm_]
   340 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dump_ultra_pcm_]
   339 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [tfa98xx]
   338 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/41-typec-sw]
   334 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kworker/0:1H]
   333 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [typec_switch_ei]
   332 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [binder_delayed_]
   331 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [usb_extcon_work]
   330 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dm_bufio_cache]
   329 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fuelsummary_wq]
   328 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/134-battery]
   327 root         RT   0    0    0    0 S  0.0   0.0   0:00.01 [irq/28-stm32l01]
   326 root         20   0    0    0    0 D  0.0   0.0   0:11.01 [psl_thd]
   325 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk-vcodec-enc]
   324 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk-vcodec-dec]
   323 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   322 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   321 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   320 root         RT   0    0    0    0 S  0.0   0.0   0:00.20 [type_c_port0]
   319 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [pps_request_tas]
   318 root         RT   0    0    0    0 S  0.0   0.0   0:00.01 [tcpc_timer_type]
   315 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [pe_pattern]
   313 root         RT   0    0    0    0 S  0.0   0.0   0:31.21 [irq/46-5-0034]
   310 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/42-fan53870]
   309 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [uether_rx1]
   308 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [uether]
   307 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi7]
   306 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi6]
   305 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi5]
   304 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi4]
   303 root         20   0    0    0    0 S  0.0   0.0   0:00.28 [spi3]
   302 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi2]
   301 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi1]
   300 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [spi0]
   299 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ufs_clk_gating_]
   298 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [scsi_tmf_0]
   297 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [scsi_eh_0]
   296 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/24-10027000]
   295 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/189-1002700]
   294 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/23-10027000]
   293 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [mddp_rx]
   292 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mem_thrash_dete]
   291 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dump_vffp_data]
   290 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dump_recog_data]
   289 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dump_bargein_re]
   288 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dump_input_data]
   287 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [lt_wq]
   286 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [eara_thrm]
   285 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [gbe_notifier_wq]
   283 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_fstb]
   282 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [thrm_aware]
   281 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [fpsgo_notifier_]
   280 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [pobqos_ntf_wq]
   279 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mt_usrtch__work]
   278 root          0 -20    0    0    0 S  0.0   0.0   0:01.17 [krtatm]
   277 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [bcct_chrlmt_wor]
   276 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dram_vcore_wq]
   275 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_core_wq]
   274 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cpu_freq_wq]
   273 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   272 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   271 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   270 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [hang_detect1]
   269 root         RT   0    0    0    0 D  0.0   0.0   0:00.10 [hang_detect]
   268 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [mtk_vibrator]
   267 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccci_net_speed_]
   266 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccci_ctrl]
   265 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccci_sys]
   264 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccci_ipc_8]
   263 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccci_ipc_7]
   262 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccci_ipc_6]
   261 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccci_ipc_3]
   260 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccci_udc]
   259 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ccci_rpc_k]
   258 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccmni21_rx_q_wo]
   257 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccmni20_rx_q_wo]
   256 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccmni19_rx_q_wo]
   255 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccmni18_rx_q_wo]
   254 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccmni17_rx_q_wo]
   253 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccmni16_rx_q_wo]
   252 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccmni15_rx_q_wo]
   251 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccmni14_rx_q_wo]
   250 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccmni13_rx_q_wo]
   249 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccmni12_rx_q_wo]
   248 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccmni11_rx_q_wo]
   247 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccmni10_rx_q_wo]
   246 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccmni9_rx_q_wor]
   245 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccmni8_rx_q_wor]
   244 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccmni7_rx_q_wor]
   243 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccmni6_rx_q_wor]
   242 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccmni5_rx_q_wor]
   241 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccmni4_rx_q_wor]
   240 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccmni3_rx_q_wor]
   239 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccmni2_rx_q_wor]
   238 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccmni1_rx_q_wor]
   237 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ccmni0_rx_q_wor]
   236 root         20   0    0    0    0 D  0.0   0.0   0:00.09 [ccci_poll1]
   235 root         20   0    0    0    0 D  0.0   0.0   0:00.02 [ccci_fsm1]
   234 root          0 -20    0    0    0 S  0.0   0.0   0:00.00 [scp_recv_thread]
   233 root          0 -20    0    0    0 S  0.0   0.0   0:00.00 [scp_send_thread]
   232 root          0 -20    0    0    0 S  0.0   0.0   0:00.00 [scp_recv_thread]
   231 root          0 -20    0    0    0 S  0.0   0.0   0:00.35 [scp_send_thread]
   229 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [adsp_wq]
   228 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_RESET_WQ]
   227 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_LOG_WQ]
   226 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [SCP_WQ]
   225 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [scp_power_reset]
   224 root         RT   0    0    0    0 D  0.0   0.0   0:39.44 [chre_kthread]
   223 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ipi_master]
   222 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   221 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [MSF-CMDQ-WQ]
   220 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [MSS-CMDQ-WQ]
   219 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   218 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   217 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [DPE-CMDQ-WQ]
   216 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   215 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
   214 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [RSC-CMDQ-WQ]
   213 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_kpi]
   212 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [ged_notify_sw_v]
   211 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet_r_eint]
   210 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet_eint]
   209 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [dismicQueue]
   208 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [accdet]
   207 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [apusys_edma1]
   206 root         20   0    0    0    0 S  0.0   0.0   0:00.01 [apusys_edma0]
   205 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [apusys_sample1]
   204 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [apusys_sample0]
   203 root         20   0    0    0    0 S  0.0   0.0   0:00.07 [apusys_sched]
   201 root         20   0    0    0    0 S  0.0   0.0   0:00.06 [apu_pwr_policy]
   200 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [apu_pwr_drv_wq]
   199 root         -2 -20    0    0    0 S  0.0   0.0   0:00.00 [ree_dummy_task]
   197 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [tmem_regmgr_def]
   196 root         20   0    0    0    0 S  0.0   0.0   0:00.62 [tee_worker/3]
   195 root         20   0    0    0    0 S  0.0   0.0   0:01.47 [tee_worker/2]
   194 root         20   0    0    0    0 S  0.0   0.0   0:01.05 [tee_worker/1]
   193 root         20   0    0    0    0 S  0.0   0.0   0:01.26 [tee_worker/0]
   192 root         20   0    0    0    0 D  0.0   0.0   0:00.13 [tee_irq_bh]
   191 root         20   0    0    0    0 S  0.0   0.0   0:00.08 [tee_log]
   190 root         RT   0    0    0    0 S  0.0   0.0   0:00.08 [btif_rxd]
   188 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [aal_refresh_tri]
   187 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [aal_flip_sram]
   186 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [aal_refresh_tri]
   185 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [aal_flip_sram]
   184 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [hwrng]
   144 root          0 -20    0    0    0 S  0.0   0.0   0:03.94 [kshrinkd]
   143 root         20   0    0    0    0 S  0.0   0.0   0:46.86 [kswapd0]
   142 root         20   0    0    0    0 S  0.0   0.0   0:00.58 [kauditd]
   141 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [rsc_vaudit]
   140 root         20   0    0    0    0 D  0.0   0.0   3:59.46 [rsc_zram]
   118 root         20   0    0    0    0 D  0.0   0.0   0:00.00 [mdrt_thread]
   117 root         20   0    0    0    0 D  0.0   0.0   0:00.92 [ion_history]
   116 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_carveout_he]
   115 root         20   0    0    0    0 S  0.0   0.0   0:05.29 [ion_mm_heap_for]
   113 root         20   0    0    0    0 S  0.0   0.0   0:00.66 [ion_mm_heap]
   111 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [ion_system_heap]
   109 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [bat_percent_not]
   108 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [lbat_service]
   107 root         RT   0    0    0    0 S  0.0   0.0   0:00.12 [irq/244-mt6358-]
   106 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cfg80211]
   105 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [devfreq_wq]
   104 root         20   0    0    0    0 S  0.0   0.0   0:00.03 [pd_dbg_info]
   103 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_mdp_task]
   102 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_resource]
   101 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
   100 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    99 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    98 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    97 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    96 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    95 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    94 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    93 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    92 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    91 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    90 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    89 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    88 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    87 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    86 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    85 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    84 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    83 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    82 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    81 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    80 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    79 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    78 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_auto_relea]
    77 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    76 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    75 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    74 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    73 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [cmdq_flushq]
    72 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [pool_reload_wor]
    71 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [hf_manager]
    70 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [blk_crypto_wq]
    69 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [kblockd]
    68 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [crypto]
    67 root         20   0    0    0    0 S  0.0   0.0   0:00.52 [kcompactd0]
    66 root          0 -20    0    0    0 I  0.0   0.0   0:00.00 [writeback]
    65 root         20   0    0    0    0 S  0.0   0.0   0:00.00 [oom_reaper]
    64 root         20   0    0    0    0 S  0.0   0.0   0:00.11 [khungtaskd]
    62 root         RT   0    0    0    0 S  0.0   0.0   0:00.00 [irq/501-event_4]
